Track_name;Artist_Name;genra;lyrics;
Little Red Corvette - ;Prince;pop;I guess I should've known by the way you parked your car sideways That it wouldn't last See, you're the kinda person that believes in makin' out once Love 'em and leave 'em fast I guess I must be dumb 'cause you had a pocket full of horses Trojan and some of them used  [Pre-Chorus] But it was Saturday night, I guess that makes it all right And you say,  "What have I got to lose?"   And, honey, I say, little red Corvette Baby, you're much too fast (Oh) Little red Corvette You need a love that's gonna last   I guess I should've closed my eyes when you drove me to the place Where your horses run free 'Cause I felt a little ill when I saw all the pictures Of the jockeys that were there before me Believe it or not, I started to worry I wondered if I had enough class See Prince LiveGet tickets as low as $47You might also like[Pre-Chorus] But it was Saturday night, I guess that makes it all right And you say, "Baby, have you got enough gas?" Oh, yeah!   Little red Corvette Baby, you're much too fast (Yes, you are) Little red Corvette You need to find a love that's gonna last (Oh, oh)  [Guitar solo] Ooh, oooh, oooh Ooh, oooh, oooh  [Bridge] A body like yours oughta be in jail 'Cause it's on the verge of bein' obscene Move over, baby, gimme the keys I'm gonna try to tame your little red love machine   Little red Corvette Baby, you're much too fast Little red Corvette Need to find a love that's gonna last, hey hey  Little red Corvette Honey, you got to slow down (Got to slow down) Little red Corvette 'Cause if you don't, you're gonna run your little red Corvette right in the ground (Little red Corvette) Right down to the ground (Honey, you got to slow down) You, you, you got to slow down (Little red Corvette) You're movin' much too fast, too fast Need to find a love that's gonna last  [Breakdown] Girl, you got an ass like I never seen, ow! And the ride I say the ride is so smooth, you must be a limousine Ow!   Baby, you're much too fast Little red Corvette You need a love, you need a love that's, uh, that's gonna last (Little red Corvette)   Babe, you got to slow down (You got to slow down) Little red Corvette 'Cause if you don't, 'cause if you don't You're gonna run your body right into the ground (Right into the ground) Right into the ground (Right into the ground) Right into the ground (Right into the ground) Little red Corvette15Embed;
Let's Go Crazy;Prince;pop;Dearly beloved We are gathered here today To get through this thing called "life" Electric word, life It means forever, and that's a mighty long time But I'm here to tell you there's something else: The afterworld A world of never ending happiness You can always see the sun, day or night So when you call up that shrink in Beverly Hills You know the one, Dr. Everything'll-Be-All-Right Instead of asking him how much of your time is left Ask him how much of your mind, babe 'Cause in this life Things are much harder than in the afterworld In this life You're on your own And if de-elevator tries to bring you down Go crazy (Punch a higher floor) Whoo   If you don't like The world you're living in Take a look around At least you got friends You see, I called my old lady For a friendly word She picked up the phone Dropped it on the floor "Ah, ah," is all I heard You might also like[Pre-Chorus] Are we gonna let de-elevator bring us down? Oh, no, let's go   Let's go crazy Let's get nuts Let's look for the purple banana Until they put us in the truck, let's go Come..   We're all excited But we don't know why Maybe it's 'cause We're all gonna die And when we do (When we do) What's it all for? (What's it all for?) You better live now 'Fore the grim reaper come knocking on your door  [Pre-Chorus] Tell me, are we gonna let de-elevator bring us down? Oh, no, let's go   Let's go crazy Let's get nuts Look for the purple banana Until they put us in the truck, let's go [Bridge] C'mon, baby Let's get nuts Yeah (Crazy) Let's go crazy  [Pre-Chorus] Are we gonna let de-elevator bring us down? Oh, no, let's go Go (Go crazy) Whoo!  [Bridge] I said let's go crazy (Go crazy) Let's go (Let's go) Go (Let's go)   Dr. Everything'll-Be-All-Right Will make everything go wrong Pills and thrills and daffodils will kill Hang tough, children He's coming He's coming Coming [Guitar solo]  [Outro] Take me away15Embed;
Sign 'O' the Times;Prince;pop;Oh, yeah   In France, a skinny man died of a big disease with a little name By chance his girlfriend came across a needle and soon she did the same At home, there are seventeen-year-old boys and their idea of fun is being in a gang called The Disciples, high on crack, totin' a machine gun Time Times   Hurricane Annie ripped the ceiling off a church and killed everyone inside You turn on the telly and every other story is tellin' you somebody died Sister killed her baby 'cause she couldn't afford to feed it And we're sending people to the moon In September, my cousin tried reefer for the very first time Now he's doing horse; it's June Times Times   It's silly, no? When a rocket ship explodes And everybody still wants to fly Some say a man ain't happy Unless a man truly dies Oh, why? Time Time See Prince LiveGet tickets as low as $47You might also like Baby, make a speech, star wars fly Neighbors just shine it on But if a night falls and a bomb falls Will anybody see the dawn Time Times   Is it silly, no? When a rocket blows up And everybody still wants to fly Some say man ain't happy, truly Until a man truly dies Oh, why? Oh, why? Sign o' the times Time Times  [Outro] Sign o' the times mess with your mind Hurry before it's too late Let's fall in love, get married, have a baby We'll call him Nate if it's a boy Time, times Times, time10Embed;
Money Don't Matter 2 Night;Prince;pop;One more card and it's 22 Unlucky for him again He never had respect for money, it's true That's why he never wins That's why he never, ever has enough To treat his lady right He just pushes her away in a huff And says, "Money don't matter tonight"   Money don't matter tonight It sure didn't matter yesterday Just when you think you've got more than enough That's when it all up and flies away That's when you find out that you're better off Making sure your soul's alright 'Cause money didn't matter yesterday And it sure don't matter tonight   "Look, here's a cool investment" They're telling him he just can't lose So he goes off and tries to find a partner But all he finds are users (Users) All he finds are snakes in every color Every nationality and size Seems like the only thing that he can do Is just roll his eyes, and say that� You might also like Money don't matter tonight (Don't matter) It sure didn't matter yesterday Just when you think you've got more than enough That's when it all up and flies away That's when you find out that you're better off Making sure your soul's alright (Soul's alright) 'Cause money didn't matter yesterday (Don't matter) And it sure don't matter tonight  [Interlude] (Ooh-wee-ooh, don't matter) (And it don't matter tonight, no) Doo-doo-doo   Hey, now, maybe we can find a good reason To send a child off to war So what if we're controllin' all the oil Is it worth a child dying for? (Is it worth it?) If long life is what we all live for Then long life will come to pass Anything is better than the picture of the child In a cloud of gas And you think you got it bad  Money don't matter tonight (No, don't matter) It sure didn't matter yesterday (Yesterday, uh) Just when you think you've got more than enough That's when it all up and flies away (Flies away, flies away) That's when you find out that you're better off Making sure your soul's alright (Making certain that your soul's alright) 'Cause money didn't matter yesterday And it sure don't matter tonight Money don't matter tonight It sure didn't matter yesterday (Yesterday, yesterday) Just when you think you've got more than enough That's when it all up and flies away (Flies away, flies away) That's when you find out that you're better off Making sure your soul's alright 'Cause money didn't matter yesterday And it sure don't matter tonight2Embed;
Erotic City  ;Prince;pop;I, I, I, I (Erotic City) (Erotic City)   All of my purple life I've been looking for a dame That would wanna be my wife That was my intention main   (If we cannot make babies) (Maybe we can make some time) Fuck so pretty, you and me Erotic City, come alive (We can fuck until the dawn) (Makin' love till cherry's gone) Erotic City, can't you see? Fuck so pretty, you and me   Every time I comb my hair Thoughts of you get in my eyes You're a sinner, I don't care I just want your creamy thighs You might also like (If we cannot make babies) (Maybe we can make some time) Fuck so pretty, you and me Erotic City, come alive (We could fuck until the dawn) (Makin' love till cherry's gone) Erotic City, can't you see? Fuck so pretty, you and me Woo!   All of my hang-ups are gone How I wish you felt the same We could fuck until the dawn (Until the dawn) How I wish you were my dame (Baby, won't you be my dame?)   (If we cannot make babies) (Maybe we can make some time) Fuck so pretty, you and me Erotic City, come alive (We can fuck until the dawn) (Makin' love till cherry's gone) Erotic City, can't you see? Fuck so pretty, you and me [Interlude] Uh! Woah woah, woah woah, woah woah woah Mmm.. Woah woah, woah woah, woah woah woah Woah woah, woah woah, woah woah woah (Baby, you're so creamy)   (If we cannot make babies) (Maybe we can make some time) Fuck so pretty, you and me Erotic City, come alive (We can fuck until the dawn) (Makin' love till cherry's gone) Erotic City, can't you see? Fuck so pretty, you and me   (If we cannot make babies) You and me (Maybe we can make some time) Some time, some time Some time, Erotic City, hey (If we cannot make babies) (Maybe we can make some time) Fuck so pretty, you and me Erotic City, come alive  (We can fuck until the dawn) Come alive (Makin' love till cherry's gone) Erotic City, can't you see? Fuck so pretty, you and me (We can fuck until the dawn) (Makin' love till cherry's gone) Erotic City, yeah  [Outro] I, I, I, I Erotic City, yeah8Embed;
I Would Die 4 U;Prince;pop;I'm not a woman, I'm not a man I am something that you'll never understand I'll never beat you, I never lie And if you're evil, I'll forgive you by and by, 'cause   You, I would die for you, yeah Darling, if you want me to You, I would die for you   I'm not your lover, I'm not your friend I am something that you'll never comprehend No need to worry, no need to cry I'm your Messiah, and you're the reason why, 'cause   You, I would die for you, yeah Darling, if you want me to You, I would die for you, woo  [Bridge] You're just a sinner, I am told Be your fire when you're cold Make you happy when you're sad Make you good when you are bad I'm not a human, I'm a dove I'm your conscience, I am love All I really need is to know that you believe You might also like Yeah, I would die for you, yeah Darling, if you want me to You, I would die for you Yeah, say one more time You, I would die for you Darling, if you want me to You, I would die for you Two, three, four, you  [Outro] I would die for you I would die for you You, I would die for you You, I would die for you12Embed;
While My Guitar Gently Weeps;Tom Petty;pop;While my guitar gently weeps I look at the floor and I see it needs sweeping Still my guitar gently weeps  I don't know why nobody told you How to unfold your love I don't know how someone controlled you They bought and sold you  I look at the world and I notice it's turning While my guitar gently weeps From every mistake, we must surely be learning And still my guitar gently weeps  I don't know how you were diverted You were perverted, too I don't know how you were inverted No one alerted you  I look at you all, see the love there that's sleeping While my guitar gently weeps Look at you all Still my guitar gently weepsYou might also like1Embed;
Diamonds and Pearls;Prince;pop;This will be the day That you will hear me say That I will never run away I am here for you Love is meant for two Now tell me what you're gonna do  [Chorus: Prince Prince & Rosie Gaines] If I gave you diamonds and pearls Would you be a happy boy or a girl? If I could, I would give you the world But all I can do is just offer you my love  [Verse 2: Prince & Rosie Gaines] Which one of us is right If we always fight? Why can't we just let love decide (Let love decide)? Am I the weaker man Because I understand That love must be the master plan (Love is the master plan)?  [Chorus: Prince, Prince & Rosie Gaines] If I gave you diamonds and pearls Would you be a happy boy or a girl? If I could, I would give you the world But all I can do is just offer you my love You might also like[Bridge: Rosie Gaines] D to the I to the A to the M O to the N to the D to the pearls of love D to the I to the A to the M (To the M) O to the N to the D to the pearls of love  [Verse 3: Prince  & Rosie Gaines] There will come a time (There'll come a time) When love will blow your mind (Blow your mind) And everything you'll look for you'll find (Take a look inside, yeah) That will be the time (That will be the time) That everything will shine (Forever) So bright it makes you colorblind (You will be colorblind)  [Chorus: Prince, Prince & Rosie Gaines, Rosie Gaines] If I gave you diamonds and pearls Would you be a happy boy or a girl? If I could, I would give you the world But all I can do is just offer you my love If I gave you diamonds and pearls (Pearls, yeah, yeah) Would you be a happy boy or a girl? If I could, I would give you the world (Give you the world) All I can do is just offer you my love (All I can do) If I gave you diamonds and pearls (Diamonds) Would you be, would you, would you, a happy boy or a girl? (Would ya, would ya, would ya be happy, little baby?) If I could, I would give you the world8Embed;
Purple Rain - ;Prince;pop;I never meant to cause you any sorrow I never meant to cause you any pain I only wanted, one time, to see you laughing  [Pre-Chorus] I only want to see you laughing In the purple rain   Purple rain, purple rain Purple rain, purple rain Purple rain, purple rain I only want to see you bathing In the purple rain  I never wanted to be your weekend lover I only wanted to be some kind of friend, hey Baby, I could never steal you from another  [Pre-Chorus] It's such a shame our friendship had to end   Purple rain, purple rain Purple rain, purple rain Purple rain, purple rain I only want to see you underneath the purple rain You might also like Honey, I know, I know, I know times are changing It's time we all reach out for something new That means you, too You say you want a leader But you can't seem to make up your mind  [Pre-Chorus] I think you better close it And let me guide you to the purple rain   Purple rain, purple rain, yeah Purple rain, purple rain, wooo! If you know what I'm singing about up here Come on, raise your hand Purple rain, purple rain, yeah I only want to see you Only want to see you in the purple rain  [Instrumental Outro] [Guitar Solo]69Embed;
Baby I'm a Star;Prince;pop;Woo! Uh, eh One, two, three, uh!  [Backward message] "Like, what the fuck do they know? All their taste is in their mouth Really, what the fuck do they know? Come on, baby Let's go crazy!"  Ooh! Woo!   Hey, look me over Tell me, do you like what you see? Hey, I ain't got no money But, honey, I'm rich on personality! Hey, check it all out Baby, I know what it's all about Before the night is through You will see my point of view Even if I have to scream and shout!   Oh, baby, I'm a...(Star!) Ooh... Might not know it now Baby, but I are, I'm a star (Star!) I don't want to stop 'til I reach the top Sing it! (We are a star!) You might also like Hey, take a listen Tell me, do you like what you hear? If this don't turn you on Just say the word and I'm gone Honey, I know ain't nothin' wrong with your ears (Oh) Hey, check it all out Better look now, or it just might be too late (Just might be too late) My luck's gon' change tonight There's gotta be a better life Take a picture, sweetie, I ain't got time to wait!   Oh, baby, I'm a (Star!) Woo! Ooh! You might not know it now Baby, but I are, I'm a star! Woo! (No!) I don't want to stop 'til I reach the top Sing it! (We are a star!)  [Bridge] Everybody say nothing come too easy When you got it, baby, nothing come too hard You'll see what I'm all about (See what I'm all about) If I gotta scream and shout (If I gotta scream and shout) Baby, baby (Baby), baby (Baby), baby (Baby) Yeah, yeah, yeah, yeah, yeah, yeah! (Star!)  Ooh, might not know it now Baby, but I are, I'm a (Star!) Woo! Ooh... I don't want to stop 'til I reach the top Sing it! (Star!) Ooooh, baby, baby, baby Oh, baby, I'm a...(Star!) Ooooh, baby, baby, baby Somebody (We are a star, yeah!) Oooh!  [Interlude] Woo! (Baby, I'm a star) We are a star, yeah! (Hoo) Star, ooh! (Baby, I'm a star) We are a star, yeah! Doctor! Baby, baby, baby, baby - ooh! Baby, baby, baby, baby - ooh! We are a star!  [Outro] [Backward message] "Like, what the fuck do they know? All their taste is in their mouth Really, what the fuck do they know? Come on, baby Let's go crazy!"5Embed;
Soft and Wet;Prince;pop;Hey, lover, I got a sugarcane That I want to lose in you, baby, can you stand the pain? Hey, lover, sugar, don't you see? There's so many things that you do to me Ooh, baby!   (Hey, lover) All I want to see is the love in your eyes And all I wanna hear is your sweet love sighs (Hey, lover) All I wanna feel is a burning flame Tell me, tell me, baby, that you feel the same Tell me that you feel the same way I do Tell me that you love me, girl  [Pre-Chorus] If this is lust, then I must confess I feel it every day If this is wrong, then I long to be as far from right as I may   Soft and wet Soft and wet  [Synth Solo] See Prince LiveGet tickets as low as $47You might also like Soft and wet Soft and wet  [Bridge] Every time I'm with you, you just love me to death Ooh, wee, baby, you leave me without breath Oh, baby! Ooh, yeah   (Hey, lover) You're just as soft as a lion tamed You're just as wet as the evening rain (Hey, lover) And I really dig it when you call my name Your love is driving me, you're driving me insane Crazy, baby, oh, girl Crazy about your love!   Soft and wet (You know) You are soft and wet (Oh, sugar) Your love is soft and wet Ooh, soft and wet Ooh, oh4Embed;
U Got The Look ;prince;pop;Here we are, folks The dream we all dream of Boy versus girl in the world series of love Tell me, have you got the look?  [Verse 1: Prince] You walked in, I woke up I�ve never seen a pretty girl Look so tough, baby You got that look, ah Color you peach and black Color me taken aback Crucial, I think I want you  [Chorus: Sheena Easton and Prince] You've got the look, you've got the hook You sho'nuf do be cookin' in my book Your face is jammin' Your body's heck-a-slammin' If love is good, let's get to rammin' You got the look, you got the look  [Ad lib: Prince] Look here See Prince LiveGet tickets as low as $47You might also like[Verse 2: Prince] You got the look You got the look You must've took You must've took A whole hour just to make up your face, baby Closin' time, ugly lights, everybody's inspected Everybody's inspected But you are a natural beauty unaffected Unaffected Did I say an hour? My face is red, I stand corrected I stand corrected  [Chorus: Sheena Easton and Prince] You've got the look, you've got the hook You sho'nuf do be cookin' in my book Your face is jammin' Your body's heck-a-slammin' If love is good, let's get to rammin' You got the look, you got the look  [Spoken Interlude: Prince with Sheena Easton] There's no girl to do Well, here we are Ladies and gentlemen The dream we all dream of Oh, please! Boy versus girl in the world series of love Slammin'! [Verse 3: Prince and Sheena Easton] You walked in I walked in I woke up You woke up I never seen such a pretty girl look so tough, baby Baby You got that look Yes, you do, yes, you do Color you peach and black Color me taken aback Baby Crucial, I think I want you  [Chorus: Sheena Easton and Prince] You've got the look, you've got the hook You sho'nuf do be cookin' in my book Your face is jammin' Your body's heck-a-slammin' If your love is good, let's get to rammin' now You got the look, you got the look  [Outro: Prince with Sheena Easton] Here we are, folks! The dream we all dream of! You got the look You got the look You got the look You got the look You got the look3Embed;
Nothing Compares 2 U;Prince;pop;It's been seven hours and thirteen days Since you took your love away I go out every night and sleep all day Since you took your love away Since you've been gone I can do whatever I want I can see whomever I choose I can eat my dinner in a fancy restaurant But nothing, I said nothing can take away these blues   'Cause nothing compares No, nothing compares to you Nothing, nothing   It's been so lonely without you here Like a bird without a song Nothing can stop these lonely tears from falling Tell me, baby, where did I go wrong? I could put my arms around every girl I see But they'd only remind me of you I went to the doctor and guess what he told me Guess what he told me He said, "Boy, you better try to have fun no matter what you do" But he's a fool See Prince LiveGet tickets as low as $47You might also like 'Cause nothing compares No, nothing compares to you Nothing, nothing  [Interlude]  [Bridge] All the flowers that you planted, mama, in the backyard All died when you went away I know that living with me, baby, was some kind of hard But I'm willing to give it another try   'Cause nothing compares No, nothing compares to you I said nothing compares Nothing compares to you10Embed;
Take Me with U;Prince;pop;I can't disguise the pounding of my heart It beats so strong It's in your eyes, what can I say? They turn me on   I don't care where we go I don't care what we do I don't care, pretty baby Just take me with you   Come on and touch the place in me That's calling out your name We want each other, oh-so much Why must we play this game?   Don't care where we go I don't care what we do I don't care, pretty baby Just take me with you  [Bridge] I don't care if we spend the night at your mansion I don't care if we spend the night on the town All I want is to spend the night together All I want is to spend the night in your arms You might also like To be around you is so, oh, right You're sheer perfection (Thank you) Drive me crazy, drive me all night Just don't break up the connection   I don't care where we go I don't care what we do I don't care, pretty baby Just take me with you I don't care where we go I don't care what we do I don't care, pretty baby Just take me with you  [Outro] Just take me with you Won't you take me with you? Honey, take me with you Whoo, hoo-hoo Oooooo1Embed;
7;Prince;pop;All seven and we'll watch them fall They stand in the way of love and we will smoke them all With an intellect and a savoir faire No one in the whole universe will ever compare I am yours now and you are mine And together we'll love through all space and time So don't cry One day all seven will die   All seven and we'll watch them fall They stand in the way of love and we will smoke them all With an intellect and a savoir faire No one in the whole universe will ever compare I am yours now and you are mine And together we'll love through all space and time So don't cry One day all seven will die   And I saw an angel come down unto me In her hand, she holds the very key Words of compassion, words of peace And in the distance an army's marching feet (One, two, three, four, one, two, three, four) But behold, we will watch them fall And we lay down on the sand of the sea And before us, animosity will stand and decree That we speak not of love, only blasphemy And in the distance, six others will curse me But that's all right (That's all right) For I will watch them fall (One, two, three, four, five, six, seven) You might also like All seven and we'll watch them fall They stand in the way of love and we will smoke them all With an intellect (Huh), and a savoir faire No one in the whole universe will ever compare I am yours now and you are mine And together we'll love through all space and time So don't cry One day all seven will die (Just how old?)   And we will see a plague and a river of blood (Ah) And every evil soul will surely die in spite of Their seven tears, but do not fear For in the distance, twelve souls from now You and me will still be here We will still be here There will be a new city with streets of gold (Ah-ah-ah) The young so educated, they never grow old And, uh, there will be no death for with every breath The voice of many colors sings a song that's so bold Sing it while we watch them fall   All seven and we'll watch them fall They stand in the way of love and we will smoke them all With an intellect and a savoir faire No one in the whole universe will ever compare I am yours now and you are mine And together we'll love through all space and time So don't cry One day all seven will die [Outro] (Just how old?) (Just how old?) (Just how old?)5Embed;
Partyman;Prince;pop;Gentlemen, let's broaden our minds! Lawrence  [Verse 1: Prince] All hail the new king in town Young and old, gather 'round Yeah Black and white, red and green Funky The funkiest man you've ever seen Tell you what his name is  [Chorus: Prince] Partyman, partyman Rock a party like nobody can Rules and regulations, no place in his nation Partyman, partyman  [Post-Chorus: Prince] Party people, say it now Yeah, yeah, yeah, yeah Somebody holla if you want to party "Ladies and gentlemen, no pictures, please!"  [Interlude: Prince & Kim Basinger] Get it up, oh, yeah Partyman, partyman Get it up, get it up "Ooh, I love purple" See Prince LiveGet tickets as low as $47You might also like[Verse 2: Prince] I rock the party, I rock the house I rock the whole world, north, east and south In the west, seventeen horns blowing Partyman, partyman (Lose me now, boy) Get it up All hail the new king in town Ain't nothing but a muffin We got a lotta butter to go (Y'say, ayy, and I like you away, but don't come now) And if it break when it bend You better not put it in, uh Giddy up (Ride 'em, boy)  [Chorus: Prince] Partyman Partyman Partyman Partyman Partyman  [Outro: Prince] Young and old, gather around Everybody hail the new king in town2Embed;
Thieves in the Temple;Prince;pop;Love, come quick Love, come in a hurry There are thieves in the temple tonight   They don't care where they kick Just as long as they hurt you There are thieves in the temple tonight Love, if you're there, come save me From all this cold despair I can hang when you're around But I'll surely die if you're not there   Love, come quick Love, come in a hurry There are thieves in the temple tonight   I feel like they're looking for my soul (Soul) Like a poor man looking for gold (Gold) There are thieves in the temple tonight Voices from the sky say, "Rely On your best friend to pull you through" But even if I wanted to, I couldn't really, truly 'Cause my only friend is you Ooh-ooh-ooh-ooh, come on See Prince LiveGet tickets as low as $47You might also like There are thieves in the temple tonight   Kicking me in my heart Tearing me all apart (Tearing me, tearing me) (Tearing me, tearing me all apart) 'Cause me and you could have been A work of art (Thieves in the temple)  [Bridge] Baby, don't you know I'm holding on The best that I can? Love, please help me be A better man Better than the thieves (Thieves in the temple) In the temple tonight Oh, thieves in the temple (Tonight) Tonight, hurt me   Love, come quick Love, come in a hurry There are thieves in the temple tonight (Thieves in the temple) [Outro] You said you loved me (Thieves in the temple) You said I was your friend (Thieves in the temple) You were supposed to take care of me Love, come quick (Thieves in the temple) You lie! Lie! Lie! (Love, come in a hurry) (Thieves in the temple tonight) Ahhhhhh!1Embed;
Pop Life;Prince;pop;What's the matter with your life? Is the poverty bringing you down? Is the mailman jerking you 'round? Did he put your million dollar check in someone else's box?   Tell me, what's the matter with your world? Was it a boy when you wanted a girl? (Boy when you wanted a girl) Don't you know straight hair ain't got no curl? (No curl) Life, it ain't real funky unless it's got that pop Dig it   Pop life, everybody needs a thrill Pop life, we all got a space to fill Pop life, everybody can't be on top But life, it ain't real funky unless it's got that pop Dig it   Tell me, what's that underneath your hair? Is there anybody living there? (Anybody living there) You can't get over, if you say you just don't care (Don't care) Show me a boy who stays in school, and I'll show you a boy aware Dig it You might also like Pop life, everybody needs a thrill Pop life, we all got a space to fill Pop life, everybody can't be on top But life, it ain't real funky unless it's got that pop Dig it Uh   What you putting in your nose? Is that where all your money goes? (Is that where your money goes?) The river of addiction flows You think it's hot, but there won't be no water when the fire blows Dig it   Pop life, everybody needs a thrill Pop life, we all got a space to fill Pop life, everybody wants to be on top But life, it ain't real funky unless it's got that pop  [Interlude] Throw the bum out!  [Outro] Everybody needs a thrill Pop life, we all, we got a space to fill Pop life, everybody can't be on top But life, it ain't real funky unless it's got that pop4Embed;
Controversy;Prince;pop;I just can't believe all the things people say Controversy Am I black or white? Am I straight or gay? Controversy Do I believe in God? Do I believe in me? Yeah, uh, uh, controversy Controversy Controversy I can't understand human curiosity Controversy Was it good for you? Was I what you wanted me to be? Controversy Do you get high? Does your daddy cry? Uh, uh, controversy Controversy, controversy   Do I believe in God? Do I believe in me? (Yeah, ooh, yeah) Some people wanna die so they can be free I said life is just a game, we're all just the same (Do you wanna play?) Oh, yeah, yeah, yeah Controversy, ooh, yeah, controversy, controversy Controversy Ooh, ooh, ooh, ooh Controversy, controversy See Prince LiveGet tickets as low as $47You might also like[Bridge] Our Father, who art in Heaven, hallowed be thy name Thy kingdom come, thy will be done on Earth as it is in Heaven Give us this day our daily bread and forgive us our trespasses As we forgive those who trespass against us Lead us not into temptation but deliver us from evil For thine is the kingdom and the power and the glory forever and ever  [Refrain] Controversy, controversy, controversy Love him, love him, baby Controversy, controversy, controversy Oh, yeah, yeah, controversy Everybody, controversy, oh, yeah Controversy Listen People call me rude, I wish we all were nude I wish there was no black and white, I wish there were no rules People call me rude, I wish we all were nude I wish there was no black and white, I wish there were no rules People call me rude, I wish we all were nude I wish there was no black and white, I wish there were no rules People call me rude, I wish we all were nude I wish there was no black and white, I wish there were no rules (Yeah) Controversy (Oh, yeah) Controversy  Do I believe in God? Do I believe in me? Let me tell you Some people wanna die so they can be free Oh, I said life is just a game, we're all just the same (Don't ya wanna play?) Controversy, controversy, controversy, controversy14Embed;
Musicology;Prince;pop;Heard about the party now Just east of Harlem Doug E's going to be there But you got to call him Even the soldiers Need a break sometimes Listen to the groove, y'all Let it unwind your mind No intoxication Unless you see what I see Dancing hot and sweaty Right in front of me Oh, call it what you like I'm going to call it how it be This is just another one of God's gifts Musicology   You gotta keep the party movin' Just like I told you Kick the old school joint For the true funk soldiers Musicology   Wish I had a dollar For every time they say Don't you miss the feeling music gave you Back in the day? Let's Groove, "September" Earth, Wind and Fire "Hot Pants" by James Sly is gonna take you higher Minor keys and drugs Don't make a roller skate jam Take your pick, turntable or a band? Lordy If it ain't Chuck D or Jam Master Jay Know what? They're losing 'Cause we got a PhD in Advanced Body Movin' See Prince LiveGet tickets as low as $47You might also like Keep the party movin' Just like I told you Kick the old-school joints For the true funk soldiers Musicology! All right Hold it down, band  [Spoken Interlude] "Get back! Move, get back! Don't you touch my stereo, these are my records! Don't touch, ever touch, these are my records!"  [Refrain] Musicology Musicology  [Breakdown] Everybody get down! Upstroke! Old-school joints For the true funk soldiers Good God Keep the party movin' Keep the party movin' Uh, don't stop dancin' Keep, keep, keep the party movin' Musicology Keep the party movin' Just like I told ya Kick the old-school joints For the true funk soldiers Musicology For the true funk soldiers Good God On the one, y'all Don't you hear this old school joint? Don't you ever touch my stereo He said I got good and plenty of what you need the most And that's time [Outro] If I was your girlfriend Seventeen days Watch it now Uh Oh, yeah Rockin' you coast to coast... Little red corvette Hip and lips, chips and whips1Embed;
Adore ;prince;pop;Ooohhhh, baby, ohhh   Until the end of time I'll be there for you You own my heart and mind I truly adore you If God, one day, struck me blind Your beauty, I'll still see Love is too weak to define Just what you mean to me   From the first moment I saw you I knew you were the one That night, I had to call you I was rappin' 'til the sun came up Tellin' you just how fine you look In a word, you were sex All of my cool attitude you took My body was next You made love to me Like you were afraid Was you afraid of me? Was I the first? Was I your every fantasy? See Prince LiveGet tickets as low as $47You might also like That's why Until the end of time I'll be there for you You own my heart and mind I truly adore you If God, one day, struck me blind Your beauty, I'll still see Love is too weak to define Just what you mean to me   When we be makin' love I only hear the sounds Heavenly angels cryin' up above Tears of joy pourin' down on us They know we need each other They know you are my fix I know you know that I ain't cheatin', baby They know this is serious I ain't fuckin' just for kicks, no This condition I got is crucial (Crucial) You could say that I'm a terminal case You could burn up my clothes Smash up my ride-- Well, maybe not the ride But I got to have your face All up in the place I'd like to think that I'm a man of exquisite taste A hundred percent Italian silk, imported Egyptian lace Nothin', baby, I said nothin', baby, can compare To your lovely face Do you know what I'm sayin' to you this evening? I'm just tryin' to say  That until, until the end of time I'll be there for you I'll be there for you You own my heart, you own my mind I truly adore you I truly adore you, darlin' Adore you You don't know what you mean to me, baby Baby, baby Until the end of time I'll be there for you You own my heart and mind, I truly adore you Adore you  [Breakdown] Can I talk to you? Tell you what you mean to me Every time you wander I'll be your eyes so you can see I wanna show you things That I never showed no other, I wanna be More than your mother More than your brother I wanna be like no other If you need me, I'll never leave I know that you know, without you, there is no me There is no me Without you, there is no sea There is no shore Love is too weak to define how much I adore You child, you child The last words you hear Be with me, darlin', 'til the end of all time I'll give you my heart I'll give you my mind I'll give you my body I'll give you my time For all time, I am with you [Outro] You are with me You are with me6Embed;
Darling Nikki;Prince;pop;I knew a girl named Nikki I guess you could say she was a sex fiend I met her in a hotel lobby Masturbating with a magazine She said, "How'd you like to waste some time?" And I could not resist when I saw little Nikki grind   She took me to her castle And I just couldn't believe my eyes She had so many devices Everything that money could buy She said, "Sign your name on the dotted line" The lights went out And Nikki started to grind   Nikki   The castle started spinning Or maybe it was my brain I can't tell you what she did to me But my body will never be the same Her loving will kick your behind Oh, she'll show you no mercy But she'll sure enough, sure enough Show you how to grind You might also like Darling Nikki, oh   Woke up the next morning Nikki wasn't there I looked all over, and all I found Was a phone number on the stairs It said, "Thank you for a funky time Call me up whenever you wanna grind"   Oh, Nikki, oh Come back, Nikki, come back Your dirty little Prince Wants to grind, grind, grind, grind, grind, grind, grind, grind, grind  [Backmasked Outro] Hello, how are you? I'm fine 'cause I know That the Lord is coming soon, coming, coming soon8Embed;
